/home/menzzz/anaconda3/envs/py38/lib/python3.8/site-packages/stable_baselines3/common/on_policy_algorithm.py:150: UserWarning: You are trying to run PPO on the GPU, but it is primarily intended to run on the CPU when not using a CNN policy (you are using ActorCriticPolicy which should be a MlpPolicy). See https://github.com/DLR-RM/stable-baselines3/issues/1245 for more info. You can pass `device='cpu'` or `export CUDA_VISIBLE_DEVICES=` to force using the CPU.Note: The model will train, but the GPU utilization will be poor and the training might take longer than on CPU.
  warnings.warn(
/home/menzzz/anaconda3/envs/py38/lib/python3.8/site-packages/gym/core.py:317: DeprecationWarning: [33mWARN: Initializing wrapper in old step API which returns one bool instead of two. It is recommended to set `new_step_api=True` to use new step API. This will be the default behaviour in future.[0m
  deprecation(
/home/menzzz/anaconda3/envs/py38/lib/python3.8/site-packages/gym/wrappers/step_api_compatibility.py:39: DeprecationWarning: [33mWARN: Initializing environment in old step API which returns one bool instead of two. It is recommended to set `new_step_api=True` to use new step API. This will be the default behaviour in future.[0m
  deprecation(
/home/menzzz/anaconda3/envs/py38/lib/python3.8/site-packages/gym/utils/passive_env_checker.py:241: DeprecationWarning: `np.bool8` is a deprecated alias for `np.bool_`.  (Deprecated NumPy 1.24)
  if not isinstance(terminated, (bool, np.bool8)):
[Epoch 228/300] Train Loss: 0.0095 | Val Loss: 0.0081
[Epoch 229/300] Train Loss: 0.0096 | Val Loss: 0.0083
[Epoch 230/300] Train Loss: 0.0094 | Val Loss: 0.0073
[Epoch 231/300] Train Loss: 0.0098 | Val Loss: 0.0091
[Epoch 232/300] Train Loss: 0.0095 | Val Loss: 0.0075
[Epoch 233/300] Train Loss: 0.0099 | Val Loss: 0.0082
[Epoch 234/300] Train Loss: 0.0097 | Val Loss: 0.0074
[Epoch 235/300] Train Loss: 0.0098 | Val Loss: 0.0074
[Epoch 236/300] Train Loss: 0.0096 | Val Loss: 0.0075
[Epoch 237/300] Train Loss: 0.0094 | Val Loss: 0.0073
[Epoch 238/300] Train Loss: 0.0103 | Val Loss: 0.0075
[Epoch 239/300] Train Loss: 0.0096 | Val Loss: 0.0084
[Epoch 240/300] Train Loss: 0.0096 | Val Loss: 0.0076
[Epoch 241/300] Train Loss: 0.0098 | Val Loss: 0.0079
[Epoch 242/300] Train Loss: 0.0095 | Val Loss: 0.0073
[Epoch 243/300] Train Loss: 0.0095 | Val Loss: 0.0073
[Epoch 244/300] Train Loss: 0.0097 | Val Loss: 0.0077
[Epoch 245/300] Train Loss: 0.0104 | Val Loss: 0.0072
[Epoch 246/300] Train Loss: 0.0097 | Val Loss: 0.0079
[Epoch 247/300] Train Loss: 0.0097 | Val Loss: 0.0079
[Epoch 248/300] Train Loss: 0.0096 | Val Loss: 0.0074
[Epoch 249/300] Train Loss: 0.0096 | Val Loss: 0.0090
[Epoch 250/300] Train Loss: 0.0094 | Val Loss: 0.0072
[Epoch 251/300] Train Loss: 0.0094 | Val Loss: 0.0072
[Epoch 252/300] Train Loss: 0.0102 | Val Loss: 0.0083
[Epoch 253/300] Train Loss: 0.0101 | Val Loss: 0.0080
[Epoch 254/300] Train Loss: 0.0098 | Val Loss: 0.0073
[Epoch 255/300] Train Loss: 0.0094 | Val Loss: 0.0072
[Epoch 256/300] Train Loss: 0.0094 | Val Loss: 0.0076
[Epoch 257/300] Train Loss: 0.0096 | Val Loss: 0.0078
[Epoch 258/300] Train Loss: 0.0097 | Val Loss: 0.0089
[Epoch 259/300] Train Loss: 0.0097 | Val Loss: 0.0081
[Epoch 260/300] Train Loss: 0.0093 | Val Loss: 0.0071
[Epoch 261/300] Train Loss: 0.0096 | Val Loss: 0.0072
[Epoch 262/300] Train Loss: 0.0110 | Val Loss: 0.0072
[Epoch 263/300] Train Loss: 0.0096 | Val Loss: 0.0071
[Epoch 264/300] Train Loss: 0.0096 | Val Loss: 0.0077
[Epoch 265/300] Train Loss: 0.0094 | Val Loss: 0.0078
[Epoch 266/300] Train Loss: 0.0094 | Val Loss: 0.0077
[Epoch 267/300] Train Loss: 0.0095 | Val Loss: 0.0073
[Epoch 268/300] Train Loss: 0.0095 | Val Loss: 0.0072
[Epoch 269/300] Train Loss: 0.0095 | Val Loss: 0.0071
[Epoch 270/300] Train Loss: 0.0105 | Val Loss: 0.0075
[Epoch 271/300] Train Loss: 0.0098 | Val Loss: 0.0071
[Epoch 272/300] Train Loss: 0.0094 | Val Loss: 0.0072
[Epoch 273/300] Train Loss: 0.0096 | Val Loss: 0.0071
